block,feature_set,n_features,feature_cols,zone,n,spearman_rho,spearman_p,rho_ci_lo,rho_ci_hi,adc_rho,abs_rho_gt_abs_adc,abs_rho
A_mu,"mu{0.25,0.50,1.50}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_1.50",tz,8,-0.11048143863155317,0.7945268208553896,-0.9172160579609908,0.6375962179483675,-0.6137857701752955,False,0.11048143863155317
A_mu,"mu{0.25,0.50,1.50}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_1.50",pooled,29,0.3897356701568033,0.03662492525226325,-0.007502074960827334,0.7291011902499271,-0.5462518568421153,False,0.3897356701568033
A_mu,"mu{0.25,0.50,2.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_2.00",pz,21,0.30392738317878804,0.18043056309396993,-0.1730367250004356,0.6984402787353026,-0.4801069979082933,False,0.30392738317878804
A_mu,"mu{0.25,0.50,2.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_2.00",tz,8,0.012275715403505909,0.9769853458472622,-0.7796082823939267,0.7436310328381275,-0.6137857701752955,False,0.012275715403505909
A_mu,"mu{0.25,0.50,2.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_2.00",pooled,29,0.4765451445600807,0.008962116304217288,0.09095315161401227,0.7589018376875287,-0.5462518568421153,False,0.4765451445600807
A_mu,"mu{0.25,0.50,3.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_3.00",pz,21,0.1207286602927287,0.6021686238980464,-0.3519696308314883,0.5917211078030515,-0.4801069979082933,False,0.1207286602927287
A_mu,"mu{0.25,0.50,3.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_3.00",tz,8,-0.11048143863155317,0.7945268208553896,-0.7881338399099956,0.7534246575342466,-0.6137857701752955,False,0.11048143863155317
A_mu,"mu{0.25,0.50,3.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_3.00",pooled,29,0.39802791845801194,0.03248317875599821,0.037560321233650926,0.7134155217499037,-0.5462518568421153,False,0.39802791845801194
A_mu,"mu{0.25,0.50,20.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_20.00",pz,21,0.328494261726727,0.1459798898561177,-0.09488348555260805,0.6678511526169479,-0.4801069979082933,False,0.328494261726727
A_mu,"mu{0.25,0.50,20.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_20.00",tz,8,0.6997157779998369,0.053362469677282115,0.09914212781532643,0.9622504486493761,-0.6137857701752955,True,0.6997157779998369
A_mu,"mu{0.25,0.50,20.00}",3,"nuts_D_0.25,nuts_D_0.50,nuts_D_20.00",pooled,29,0.5125645981184556,0.0044700718652884025,0.21381957903905072,0.7082621941986396,-0.5462518568421153,False,0.5125645981184556
A_mu,"mu{0.25,0.75,1.00}",3,"nuts_D_0.25,nuts_D_0.75,nuts_D_1.00",pz,21,0.21969808530014007,0.3386199562852106,-0.2713667131131785,0.6408076216134113,-0.4801069979082933,False,0.21969808530014007
A_mu,"mu{0.25,0.75,1.00}",3,"nuts_D_0.25,nuts_D_0.75,nuts_D_1.00",tz,8,-0.13503286943856502,0.7498742499145097,-0.8116027626091462,0.8080630795031754,-0.6137857701752955,False,0.13503286943856502
A_mu,"mu{0.25,0.75,1.00}",3,"nuts_D_0.25,nuts_D_0.75,nuts_D_1.00",pooled,29,0.42497772543693985,0.021557713242484355,0.040630605294729324,0.7219325587587214,-0.5462518568421153,False,0.42497772543693985
A_mu,"mu{0.25,0.75,1.50}",3,"nuts_D_0.25,nuts_D_0.75,nuts_D_1.50",pz,21,0.13617069823714753,0.5561600746574713,-0.39801816771970877,0.6311816651074208,-0.4801069979082933,False,0.13617069823714753
